"TransactionAmount","TransactionDuration","LoginAttempts","AccountBalance","CustomerAge","TransactionType","Location","Channel"
"637.48","207","1","4148.85","65","Debit","Colorado Springs","Online"
"103.15","179","1","11388.15","51","Debit","San Diego","Branch"
"505.6","183","1","5347.57","52","Debit","Denver","Branch"
"371.86","91","1","1329.45","46","Debit","Miami","ATM"
"14.26","37","1","2475.65","50","Debit","Virginia Beach","Branch"
"13.16","98","1","1019.46","43","Debit","Mesa","Branch"
"167.92","136","2","14321.73","40","Debit","Memphis","ATM"
"73.01","101","1","2833.12","56","Debit","Houston","ATM"
"201.5","196","1","12148.32","61","Credit","Dallas","Online"
"150.3","204","1","14371.08","41","Debit","Las Vegas","Online"
"23.7","32","1","7947.44","46","Debit","San Francisco","ATM"
"49.59","147","1","6037.03","48","Debit","Boston","Branch"
"720.13","96","1","387.02","22","Credit","Omaha","ATM"
"134.92","101","1","1081.97","19","Debit","Los Angeles","Online"
"116.97","299","1","729.7","18","Debit","Oklahoma City","ATM"
"11.06","13","3","2782.21","34","Debit","Colorado Springs","ATM"
"88.29","287","1","5245.93","50","Credit","Houston","Online"
"5.81","222","1","1290.95","25","Debit","Houston","ATM"
"103.48","33","1","6494.25","32","Debit","Baltimore","ATM"
"156.74","136","1","4004.35","70","Debit","Oklahoma City","ATM"
"505.14","179","1","2525.47","68","Debit","Portland","ATM"
"31.06","61","1","11014.25","46","Debit","Kansas City","ATM"
"7.61","163","1","6275.0","50","Debit","Atlanta","ATM"
"276.16","71","1","1733.34","53","Credit","Portland","ATM"
"145.77","237","1","5294.98","68","Debit","Memphis","ATM"
"369.44","19","1","5018.67","34","Debit","Detroit","Online"
"558.86","95","1","9844.32","60","Debit","Austin","ATM"
"429.15","218","1","712.13","26","Debit","Las Vegas","Branch"
"36.74","133","1","6217.58","33","Debit","Tucson","Branch"
"79.14","22","1","2229.56","57","Credit","Portland","Online"
"132.48","101","1","9313.05","36","Debit","Charlotte","Branch"
"136.48","138","4","4618.53","52","Debit","Charlotte","Online"
"203.76","37","1","6747.16","55","Debit","Colorado Springs","Branch"
"750.95","27","1","5134.37","78","Debit","Chicago","Branch"
"0.84","31","1","2207.54","52","Debit","Austin","ATM"
"257.18","28","1","13336.15","67","Debit","Los Angeles","Online"
"767.66","155","1","1801.69","63","Debit","San Jose","ATM"
"182.29","123","1","522.39","54","Debit","San Diego","Online"
"184.51","118","1","9381.64","54","Credit","Portland","Online"
"451.31","166","5","2963.29","62","Debit","Fort Worth","ATM"
"144.1","30","1","11523.64","57","Debit","Chicago","Branch"
"72.5","30","1","12723.62","40","Debit","Fort Worth","ATM"
"74.11","71","4","3920.11","69","Credit","Virginia Beach","Online"
"22.15","73","1","7451.83","44","Debit","Denver","Branch"
"777.92","97","1","7061.58","62","Debit","Austin","Branch"
"790.07","197","1","985.77","28","Debit","Miami","Online"
"406.33","103","1","4298.34","59","Credit","Miami","Branch"
"767.41","27","1","12799.34","56","Debit","Fort Worth","ATM"
"4.58","135","1","811.24","21","Credit","Atlanta","Online"
"447.83","88","1","13273.08","53","Credit","Atlanta","Branch"
"49.67","146","1","842.94","21","Debit","Atlanta","Online"
"77.83","146","1","2471.53","49","Credit","Kansas City","Branch"
"702.87","184","1","1237.5","19","Debit","Washington","ATM"
"133.56","177","1","783.83","25","Debit","Atlanta","Online"
"868.05","119","1","3931.03","49","Credit","San Diego","Online"
"52.87","70","1","960.96","24","Debit","Indianapolis","Branch"
"179.0","121","1","7310.88","78","Debit","Houston","ATM"
"1168.26","37","1","1385.74","73","Credit","Philadelphia","Online"
"384.11","12","1","7902.52","58","Debit","Fort Worth","ATM"
"227.61","61","1","4405.28","71","Debit","Houston","Online"
"40.83","24","1","3944.12","48","Debit","Indianapolis","ATM"
"19.76","240","1","1523.04","20","Debit","Nashville","ATM"
"484.24","77","1","8042.3","67","Debit","Raleigh","Branch"
"494.66","110","1","5531.93","33","Debit","Houston","Online"
"301.47","291","1","560.73","21","Debit","Colorado Springs","Branch"
"199.09","89","1","1658.52","70","Debit","Detroit","Online"
"38.95","50","1","731.52","27","Debit","Los Angeles","Online"
"515.94","37","1","1389.89","29","Debit","San Francisco","ATM"
"41.93","136","1","5081.26","48","Debit","Fresno","ATM"
"137.84","83","1","1000.35","27","Debit","Omaha","ATM"
"95.35","131","1","1639.9","21","Debit","Chicago","Online"
"93.14","151","1","5473.82","67","Debit","Memphis","Online"
"1427.71","159","1","1729.26","64","Debit","New York","Branch"
"79.33","109","1","14798.1","51","Credit","Las Vegas","Online"
"76.89","132","1","7374.26","55","Debit","Chicago","ATM"
"233.71","297","1","1231.98","19","Debit","Jacksonville","Online"
"14.92","120","1","6611.26","26","Debit","Las Vegas","Branch"
"242.17","147","1","883.72","60","Debit","Jacksonville","ATM"
"122.98","228","1","5055.99","79","Debit","Jacksonville","Online"
"129.35","130","1","7166.88","52","Debit","Las Vegas","ATM"
"138.33","69","1","232.56","21","Debit","Dallas","Online"
"39.31","178","1","1236.38","25","Debit","Portland","Online"
"91.85","148","1","802.09","21","Debit","Seattle","Online"
"277.7","107","1","1423.2","58","Debit","Nashville","Branch"
"114.03","172","1","13388.56","51","Debit","Portland","ATM"
"302.63","10","1","2801.28","27","Credit","San Jose","Branch"
"31.19","74","1","5545.96","52","Debit","Charlotte","ATM"
"112.91","135","1","4764.48","27","Credit","Tucson","Online"
"742.26","36","1","7868.19","27","Debit","San Diego","Online"
"256.8","80","1","1128.38","26","Debit","Charlotte","ATM"
"378.68","239","1","7627.04","60","Debit","Fort Worth","ATM"
"571.93","119","1","4026.03","52","Debit","Washington","Online"
"26.31","163","1","7095.76","77","Credit","Austin","Online"
"205.58","159","1","1501.95","20","Debit","Portland","Online"
"533.61","115","1","3656.93","48","Debit","Mesa","Online"
"428.62","72","1","3473.24","55","Debit","Raleigh","Branch"
"361.22","167","1","7061.73","64","Debit","Raleigh","ATM"
"837.29","216","1","6012.67","25","Debit","Phoenix","Branch"
"117.25","73","1","13694.68","31","Credit","Atlanta","Online"
"135.27","131","1","9410.51","48","Debit","Atlanta","ATM"
"185.1","23","1","6115.63","53","Debit","Albuquerque","Branch"
"113.54","273","1","5581.21","38","Debit","Columbus","Online"
"354.96","96","1","6712.94","69","Debit","Fort Worth","Online"
"224.22","37","1","8400.87","53","Debit","Fresno","Branch"
"737.1","92","1","4644.19","60","Debit","Washington","ATM"
"223.22","96","1","1734.22","27","Debit","Fort Worth","ATM"
"557.26","53","1","5237.12","69","Debit","San Jose","ATM"
"1496.57","95","1","969.06","33","Debit","Memphis","Online"
"27.44","164","1","5950.48","62","Debit","Boston","ATM"
"310.09","166","1","9962.5","36","Debit","Detroit","Branch"
"80.38","116","1","9662.88","52","Debit","Kansas City","Online"
"26.1","115","1","5243.0","66","Credit","Detroit","Branch"
"845.14","183","1","1702.65","73","Credit","Oklahoma City","Branch"
"59.73","56","1","800.93","27","Debit","Fresno","ATM"
"758.77","114","1","7231.47","60","Debit","San Antonio","ATM"
"301.51","284","1","1052.31","22","Debit","Charlotte","ATM"
"418.03","161","1","10721.29","58","Debit","Austin","Online"
"118.06","31","1","13560.63","32","Credit","Las Vegas","Branch"
"483.92","115","1","3138.0","70","Debit","New York","ATM"
"78.93","145","1","9916.24","38","Debit","Mesa","ATM"
"36.63","261","1","7941.73","75","Debit","Miami","ATM"
"87.85","63","1","3753.24","49","Debit","Colorado Springs","Branch"
"1001.83","55","1","9733.83","31","Debit","Philadelphia","Online"
"705.34","124","1","5003.22","59","Debit","Washington","Online"
"146.55","124","5","4087.44","54","Debit","Virginia Beach","Online"
"116.89","226","1","4880.31","71","Debit","Columbus","Online"
"106.41","87","1","1310.38","57","Debit","Los Angeles","Branch"
"1087.9","103","1","2513.51","78","Debit","Boston","ATM"
"584.41","41","1","4475.22","23","Debit","Las Vegas","ATM"
"584.98","121","1","6521.05","55","Credit","Chicago","Branch"
"79.21","140","1","1615.04","56","Debit","Colorado Springs","Branch"
"173.13","288","1","1490.34","20","Credit","Atlanta","Online"
"335.7","57","1","6601.44","80","Debit","El Paso","ATM"
"1225.5","109","1","8611.17","50","Credit","Las Vegas","Online"
"422.81","193","1","1929.28","28","Debit","Los Angeles","Branch"
"135.43","92","1","5315.83","57","Debit","San Jose","ATM"
"584.88","121","1","548.45","26","Debit","Philadelphia","ATM"
"308.94","167","1","1931.66","25","Debit","Los Angeles","Online"
"295.93","117","1","1050.63","36","Debit","Boston","Branch"
"1512.99","50","1","9963.39","19","Debit","Philadelphia","Online"
"77.44","268","1","1950.63","58","Debit","Washington","Branch"
"92.5","70","1","6295.45","40","Credit","Seattle","Online"
"97.74","137","1","4113.63","41","Credit","Los Angeles","Online"
"291.68","90","1","1451.02","21","Debit","Columbus","ATM"
"56.96","135","1","1597.85","22","Debit","Albuquerque","ATM"
"436.8","92","1","1256.33","27","Debit","Seattle","Online"
"259.49","292","1","7320.61","72","Debit","Austin","Online"
"726.26","147","1","2150.38","57","Debit","Omaha","Online"
"568.68","101","1","2940.04","72","Debit","Houston","ATM"
"77.57","225","1","12801.93","49","Debit","Atlanta","Online"
"999.28","40","1","4272.41","29","Debit","Boston","Online"
"14.16","290","1","5399.76","74","Credit","Oklahoma City","Branch"
"1142.83","48","1","2467.39","61","Credit","Omaha","Branch"
"61.33","129","1","7537.4","27","Debit","Raleigh","ATM"
"27.64","23","1","7498.51","54","Debit","New York","Online"
"3.85","32","1","10506.41","29","Debit","San Jose","ATM"
"431.22","129","1","6505.98","73","Credit","Austin","Branch"
"178.55","67","1","7568.4","55","Debit","Houston","Branch"
"248.76","56","1","546.46","18","Debit","Denver","ATM"
"76.16","99","1","1072.25","23","Debit","San Francisco","ATM"
"347.25","250","1","7273.55","69","Debit","Indianapolis","ATM"
"28.04","146","5","11197.54","57","Debit","Los Angeles","ATM"
"325.98","277","1","782.35","19","Debit","Washington","ATM"
"249.56","246","1","4444.95","76","Debit","New York","Branch"
"17.43","33","1","10658.88","56","Debit","Albuquerque","ATM"
"198.01","40","1","250.93","26","Credit","Austin","Branch"
"585.58","55","1","1729.02","23","Debit","Raleigh","Branch"
"434.67","124","1","1298.13","27","Credit","Virginia Beach","Online"
"510.7","294","1","5828.48","27","Credit","Nashville","Online"
"331.98","12","1","7600.99","74","Debit","Denver","ATM"
"199.54","268","1","9603.73","56","Debit","Portland","Online"
"212.97","178","1","4180.4","59","Debit","Atlanta","Online"
"270.56","139","1","1268.44","23","Debit","Philadelphia","Online"
"306.37","120","1","9609.67","26","Debit","Colorado Springs","ATM"
"643.02","85","1","11989.39","38","Credit","Detroit","ATM"
"98.48","12","1","9538.92","47","Debit","Miami","Branch"
"889.01","169","1","4826.88","36","Debit","Virginia Beach","Online"
"537.86","134","1","293.06","27","Debit","Kansas City","Online"
"241.18","162","1","1445.53","25","Debit","Mesa","ATM"
"130.54","94","1","11204.62","64","Debit","Atlanta","ATM"
"800.29","84","1","693.4","20","Credit","San Diego","Branch"
"8.81","165","1","13523.65","57","Debit","Dallas","Online"
"28.52","163","1","662.51","20","Debit","Detroit","ATM"
"431.31","99","1","342.73","23","Credit","Atlanta","Online"
"885.33","59","1","7764.16","47","Credit","Raleigh","ATM"
"199.23","54","1","9834.0","29","Debit","Tucson","ATM"
"42.26","171","1","268.77","44","Debit","Raleigh","ATM"
"166.06","172","1","5397.68","30","Debit","Indianapolis","ATM"
"357.72","25","1","7659.5","53","Debit","Miami","ATM"
"588.37","284","1","1926.08","28","Debit","Dallas","Online"
"72.82","127","1","6911.62","68","Debit","Houston","Online"
"162.36","147","1","7527.04","36","Debit","Tucson","Online"
"584.82","109","1","12071.1","43","Credit","Nashville","Online"
"38.15","129","1","1425.47","72","Credit","Oklahoma City","Online"
"477.54","52","1","1598.63","23","Credit","San Francisco","ATM"
"639.57","43","1","11726.47","60","Debit","Philadelphia","Branch"
"58.23","34","1","9189.76","28","Debit","Phoenix","Online"
"776.21","99","1","4895.87","78","Credit","Raleigh","Online"
"248.76","117","1","6178.77","21","Debit","Portland","Branch"
"188.61","26","1","7167.57","67","Debit","Boston","Online"
"675.37","31","1","4704.91","56","Credit","Jacksonville","Online"
"94.82","56","1","1267.72","67","Credit","Columbus","Branch"
"425.18","135","1","5790.55","59","Credit","Fresno","Online"
"50.28","65","1","5729.1","60","Debit","Oklahoma City","Branch"
"864.72","58","1","7379.38","34","Credit","Detroit","Branch"
"70.68","105","1","1478.41","25","Debit","El Paso","Online"
"261.77","46","1","824.71","28","Debit","Chicago","Online"
"183.22","63","1","1024.42","27","Debit","Milwaukee","ATM"
"58.32","275","4","6027.49","29","Credit","Louisville","Branch"
"156.86","102","1","14453.35","51","Debit","Charlotte","ATM"
"120.67","233","1","5374.54","42","Debit","Colorado Springs","ATM"
"308.62","101","1","9148.08","59","Credit","Sacramento","Branch"
"506.81","41","1","2757.23","59","Debit","Milwaukee","ATM"
"328.39","108","1","2523.83","41","Debit","New York","ATM"
"796.3","64","1","1498.79","67","Debit","Austin","Branch"
"72.47","72","1","1305.56","29","Debit","Boston","Online"
"279.6","131","1","1910.9","25","Debit","Fort Worth","ATM"
"304.2","102","1","423.64","25","Debit","Indianapolis","Online"
"351.38","21","1","7606.63","64","Debit","New York","Branch"
"86.07","23","1","842.56","31","Debit","Dallas","Branch"
"604.5","80","1","709.42","28","Debit","Portland","ATM"
"258.7","123","1","1358.37","27","Debit","Charlotte","ATM"
"994.63","158","1","13538.14","61","Debit","Austin","Online"
"11.46","64","1","7258.33","75","Credit","Austin","Branch"
"63.76","100","1","4980.26","69","Debit","San Antonio","ATM"
"446.83","143","1","1623.5","55","Credit","Miami","Branch"
"63.54","136","1","4401.78","26","Debit","Dallas","ATM"
"81.11","110","1","2051.37","48","Debit","Charlotte","Online"
"441.26","87","5","13704.92","58","Credit","Tucson","Branch"
"170.96","69","1","13374.89","64","Debit","Washington","Branch"
"48.51","69","1","3363.23","22","Debit","Austin","Branch"
"325.03","106","1","13521.76","60","Debit","Jacksonville","Branch"
"125.83","138","1","6109.86","57","Debit","Los Angeles","ATM"
"506.83","45","1","9975.79","37","Debit","Indianapolis","Branch"
"738.94","173","1","13856.18","41","Debit","Philadelphia","Branch"
"180.36","55","1","9905.23","33","Credit","Oklahoma City","Online"
"225.1","35","1","1547.71","28","Debit","Boston","ATM"
"359.51","157","1","7153.72","79","Debit","Charlotte","Online"
"720.46","44","1","3101.54","54","Debit","Tucson","Branch"
"1116.57","104","1","1393.14","56","Debit","Tucson","ATM"
"291.46","135","1","7142.53","57","Debit","Miami","ATM"
"1192.95","73","1","325.15","23","Debit","Las Vegas","Branch"
"98.24","148","1","580.66","28","Debit","Mesa","Online"
"100.48","104","1","6149.81","18","Credit","Milwaukee","Branch"
"45.9","264","1","5698.25","56","Debit","Columbus","Branch"
"258.21","225","1","9562.41","39","Debit","San Antonio","Online"
"1079.11","211","1","2038.31","53","Debit","Las Vegas","Online"
"287.51","255","1","187.65","22","Debit","El Paso","Online"
"501.3","146","1","8520.08","26","Credit","San Antonio","Online"
"26.1","32","1","1435.72","27","Debit","Mesa","ATM"
"436.77","176","1","825.69","20","Debit","Jacksonville","ATM"
"292.38","224","1","5803.89","68","Debit","Baltimore","ATM"
"1026.46","165","1","3134.47","53","Debit","Philadelphia","Branch"
"25.29","125","1","5374.69","50","Debit","Miami","Online"
"123.35","10","1","6852.16","31","Credit","Baltimore","Online"
"139.52","31","1","1570.22","23","Debit","Portland","Branch"
"51.2","83","1","730.6","18","Debit","Tucson","Online"
"122.85","127","3","13185.39","47","Credit","Seattle","Online"
"161.38","101","1","3900.34","24","Credit","Colorado Springs","Online"
"2.51","32","1","4891.56","63","Debit","Baltimore","Online"
"22.62","102","1","7682.0","64","Debit","Virginia Beach","ATM"
"126.83","39","1","6100.98","57","Debit","Austin","Branch"
"46.6","68","1","1562.9","55","Debit","Detroit","Online"
"243.8","48","1","13732.81","57","Debit","San Francisco","Branch"
"231.51","96","1","5790.7","60","Credit","Oklahoma City","Branch"
"175.05","34","1","1447.35","39","Debit","San Francisco","Online"
"762.74","244","1","207.1","64","Debit","Los Angeles","ATM"
"34.03","38","1","3077.2","57","Debit","Los Angeles","Branch"
"15.95","52","1","1983.0","25","Debit","Raleigh","Branch"
"926.53","107","1","3120.1","57","Debit","Milwaukee","ATM"
"101.51","199","1","3052.47","46","Credit","Tucson","Online"
"309.42","42","1","8564.46","27","Debit","Fresno","Branch"
"257.6","293","1","7950.74","59","Credit","Fort Worth","Online"
"746.78","64","1","1699.81","21","Credit","Mesa","Branch"
"82.01","156","1","287.46","23","Credit","Sacramento","Branch"
"476.99","187","1","1154.48","23","Debit","San Diego","Online"
"320.11","130","1","4076.48","23","Debit","El Paso","Branch"
"333.39","35","1","10628.59","68","Debit","Philadelphia","ATM"
"10.3","197","1","7801.32","47","Debit","Fresno","ATM"
"737.46","75","4","634.16","53","Credit","Albuquerque","Branch"
"416.55","73","1","922.96","33","Debit","Oklahoma City","Online"
"84.91","68","1","1671.86","18","Debit","Raleigh","Online"
"98.95","73","1","5670.82","75","Debit","Mesa","Branch"
"18.14","48","1","6020.85","58","Credit","Milwaukee","ATM"
"1154.79","108","1","6180.3","51","Debit","Columbus","ATM"
"215.13","114","1","3956.69","46","Debit","Charlotte","Online"
"218.57","102","1","13869.86","62","Credit","Memphis","Branch"
"341.88","89","1","4159.52","43","Debit","Austin","ATM"
"691.92","61","1","1084.65","19","Debit","Boston","Online"
"50.43","51","1","9794.26","32","Debit","San Jose","Branch"
"440.43","23","1","5123.24","78","Debit","Colorado Springs","Branch"
"299.03","52","1","1381.28","39","Debit","Columbus","Branch"
"1.98","170","1","11619.1","66","Debit","Seattle","ATM"
"173.45","161","1","9077.62","31","Debit","Philadelphia","ATM"
"438.76","73","1","1824.19","22","Debit","San Antonio","Branch"
"519.62","40","1","4159.33","71","Credit","Washington","Online"
"738.68","124","1","14352.33","50","Debit","Chicago","Online"
"151.14","38","1","2156.54","64","Debit","Memphis","Online"
"75.77","148","1","8361.7","51","Debit","Charlotte","Branch"
"444.52","17","1","5424.6","27","Debit","Louisville","Online"
"5.29","276","1","11263.89","52","Debit","Indianapolis","Online"
"97.63","127","1","12467.31","48","Credit","Milwaukee","Online"
"256.95","71","1","2531.24","26","Debit","San Diego","Branch"
"734.86","290","1","6242.03","48","Credit","Boston","Branch"
"1250.94","107","2","11565.97","36","Debit","Columbus","ATM"
"84.28","142","1","13586.06","39","Debit","Memphis","Branch"
"927.45","95","1","1161.84","24","Debit","Austin","ATM"
"202.49","69","1","7447.1","48","Credit","Virginia Beach","ATM"
"154.99","53","1","1419.31","25","Debit","Mesa","Branch"
"481.53","277","1","6142.54","58","Debit","Atlanta","Branch"
"172.92","212","1","416.37","20","Debit","Miami","Online"
"275.59","238","1","6313.22","53","Credit","Philadelphia","Branch"
"207.2","133","1","8092.94","60","Debit","Columbus","Online"
"136.82","14","1","6229.13","31","Debit","Chicago","Branch"
"624.0","132","5","4976.18","26","Debit","Houston","Branch"
"179.38","28","1","8741.51","30","Debit","Chicago","Online"
"10.15","58","5","7155.04","59","Debit","Austin","ATM"
"26.3","33","1","7473.73","32","Debit","Virginia Beach","ATM"
"319.5","69","1","2366.3","29","Credit","Virginia Beach","Branch"
"182.42","137","1","3051.29","51","Debit","Kansas City","Branch"
"716.62","241","1","6987.4","44","Debit","Atlanta","ATM"
"222.96","150","1","7370.41","65","Credit","Fresno","ATM"
"79.77","167","1","5010.31","68","Debit","San Francisco","ATM"
"431.08","25","1","6760.22","59","Debit","Albuquerque","Branch"
"592.24","140","1","9817.05","52","Debit","Tucson","ATM"
"200.19","108","1","4389.96","52","Credit","San Antonio","Branch"
"297.5","80","1","6768.14","73","Credit","Kansas City","Branch"
"345.86","145","1","1504.64","51","Debit","Omaha","ATM"
"343.88","97","1","6486.18","63","Debit","Nashville","Online"
"16.52","135","1","835.53","25","Credit","Boston","Online"
"162.1","151","1","8576.65","41","Debit","Milwaukee","Branch"
"36.12","234","1","1593.03","22","Debit","Houston","Online"
"354.91","191","1","3872.55","74","Debit","Boston","ATM"
"38.41","117","1","9129.68","40","Debit","Denver","ATM"
"53.52","55","1","2227.49","49","Debit","San Diego","Branch"
"498.59","138","1","2619.46","57","Debit","Philadelphia","Online"
"13.3","63","1","213.0","23","Debit","San Antonio","ATM"
"189.65","60","1","8457.09","21","Debit","Charlotte","ATM"
"255.32","27","1","6290.62","80","Debit","Baltimore","ATM"
"230.51","56","1","9522.37","51","Credit","Memphis","Branch"
"237.74","152","1","11795.12","61","Debit","Tucson","ATM"
"512.76","26","1","5121.36","52","Debit","Fresno","ATM"
"151.37","53","1","8356.08","54","Debit","Baltimore","ATM"
"85.01","157","1","1299.4","25","Credit","Portland","ATM"
"444.47","61","1","6062.94","57","Debit","San Jose","Online"
"184.19","58","1","7588.67","67","Debit","Indianapolis","ATM"
"879.25","137","1","125.85","24","Credit","Memphis","Online"
"55.98","87","1","7047.04","24","Credit","Kansas City","Branch"
"54.91","275","1","7927.27","41","Credit","Columbus","ATM"
"1047.69","139","1","1889.78","20","Debit","Austin","Online"
"393.74","90","1","1769.06","26","Debit","Charlotte","Online"
"58.94","26","1","4575.98","30","Debit","Miami","Online"
"515.57","56","1","9269.67","27","Debit","Columbus","ATM"
"332.15","105","1","9749.46","59","Debit","Dallas","ATM"
"177.94","173","1","123.24","19","Debit","Milwaukee","Online"
"68.68","141","1","4718.51","49","Debit","Sacramento","Online"
"1431.54","84","1","1171.98","20","Debit","Portland","Online"
"240.03","31","1","7807.73","33","Debit","Atlanta","Online"
"168.34","240","1","7483.01","64","Debit","Phoenix","ATM"
"474.77","284","1","8494.53","46","Debit","Boston","Online"
"451.7","103","1","8994.67","29","Debit","Chicago","Online"
"243.85","43","1","4576.78","39","Debit","Omaha","Branch"
"5.76","164","1","5859.79","38","Debit","Houston","Branch"
"435.08","78","1","2103.41","55","Debit","San Francisco","Online"
"127.78","170","1","1046.66","20","Debit","Miami","ATM"
"23.14","93","1","10536.54","47","Credit","Mesa","Online"
"545.87","41","1","4860.01","27","Debit","Miami","Branch"
"21.21","37","1","9575.42","55","Debit","Nashville","Online"
"423.53","81","1","5453.4","50","Credit","Kansas City","Branch"
"142.1","109","1","1545.64","18","Credit","San Francisco","Online"
"1413.24","199","1","7272.01","58","Debit","New York","ATM"
"114.15","52","1","1612.4","19","Debit","Atlanta","ATM"
"275.98","67","1","6151.05","72","Credit","Washington","Online"
"590.68","23","1","852.2","27","Debit","Washington","Branch"
"152.42","176","1","9141.79","42","Debit","San Jose","ATM"
"395.77","118","1","6425.99","43","Credit","El Paso","Branch"
"615.16","140","1","214.61","26","Debit","Boston","Online"
"207.82","30","1","229.02","19","Credit","Las Vegas","Online"
"220.52","152","1","1793.09","57","Debit","Seattle","ATM"
"281.47","142","1","4437.48","34","Debit","Philadelphia","ATM"
"57.91","97","1","3641.06","58","Credit","Sacramento","Branch"
"30.48","78","1","11481.85","32","Credit","Seattle","Branch"
"1152.58","180","1","7567.17","65","Debit","Austin","Branch"
"453.09","97","1","6708.65","48","Debit","San Jose","Branch"
"424.47","116","1","5491.55","22","Debit","Oklahoma City","Online"
"228.4","116","1","9598.43","67","Debit","Omaha","ATM"
"67.17","48","1","14410.44","63","Debit","Seattle","Online"
"284.89","115","1","9738.6","53","Debit","Atlanta","Online"
"118.69","296","1","749.34","33","Debit","Omaha","Online"
"221.33","276","1","1185.43","27","Debit","Louisville","ATM"
"252.31","172","1","1584.6","26","Credit","Seattle","ATM"
"58.85","115","1","1789.8","71","Credit","Milwaukee","Online"
"194.68","165","1","14494.18","32","Debit","Memphis","Online"
"433.53","231","1","6368.32","38","Debit","Philadelphia","Branch"
"178.26","59","1","1137.13","59","Debit","Oklahoma City","ATM"
"207.65","98","1","5143.8","34","Debit","San Francisco","Online"
"237.0","115","1","14021.4","49","Debit","Tucson","Online"
"1169.59","114","1","5946.45","28","Debit","New York","Online"
"347.63","272","1","1400.04","25","Credit","Chicago","Online"
"517.68","24","1","11305.81","31","Debit","Omaha","ATM"
"36.25","76","1","193.06","52","Debit","Tucson","Branch"
"46.53","34","1","4468.12","42","Debit","San Francisco","ATM"
"207.47","12","1","1688.9","53","Debit","Miami","ATM"
"199.7","285","1","7574.45","43","Debit","Indianapolis","ATM"
"307.89","90","1","2637.55","62","Credit","Nashville","Online"
"403.63","167","3","3304.02","31","Debit","Las Vegas","Branch"
"20.06","144","1","445.21","27","Debit","Memphis","ATM"
"236.57","112","1","3488.77","79","Debit","Sacramento","ATM"
"0.32","136","1","7158.58","39","Debit","Boston","ATM"
"14.28","81","1","1597.51","23","Debit","Phoenix","ATM"
"232.35","153","1","4186.25","33","Credit","Atlanta","Branch"
"317.53","104","1","6237.68","44","Debit","Miami","Online"
"74.67","283","1","3449.35","43","Debit","Indianapolis","ATM"
"65.01","67","1","10235.19","29","Credit","Austin","Online"
"0.45","172","1","8670.23","34","Debit","Kansas City","Branch"
"364.13","61","1","8198.0","63","Debit","Fort Worth","ATM"
"340.13","32","3","1149.74","24","Debit","Mesa","Branch"
"15.81","11","4","8384.85","69","Debit","Oklahoma City","Branch"
"222.66","88","1","14466.38","39","Debit","Detroit","Online"
"638.24","64","1","5695.78","48","Debit","Phoenix","Branch"
"241.21","108","1","1220.86","31","Debit","Omaha","ATM"
"171.16","42","1","6126.5","51","Debit","New York","Online"
"1360.67","118","1","2861.65","29","Debit","Raleigh","Branch"
"37.65","109","1","411.78","27","Credit","San Jose","Online"
"25.77","18","1","4331.54","68","Debit","Memphis","Online"
"789.8","94","1","13948.09","40","Debit","Jacksonville","ATM"
"308.85","33","2","333.19","20","Credit","Los Angeles","Branch"
"1454.52","20","1","1189.03","27","Debit","Miami","ATM"
"806.97","11","1","102.2","25","Debit","Seattle","Online"
"364.81","53","1","1145.23","25","Debit","Charlotte","Online"
"490.82","114","1","8704.27","26","Debit","Kansas City","ATM"
"1021.38","125","1","6223.26","61","Debit","Detroit","Branch"
"311.28","198","1","135.96","49","Debit","Atlanta","Branch"
"85.03","48","1","4597.57","51","Debit","San Diego","ATM"
"307.75","63","1","1061.58","64","Debit","Detroit","Branch"
"333.67","68","1","9238.08","36","Debit","Fort Worth","Online"
"589.89","213","3","9404.63","56","Debit","Jacksonville","Branch"
"372.08","63","1","13330.74","66","Debit","Houston","Branch"
"502.9","141","1","341.24","26","Credit","Fresno","Online"
"103.81","34","1","7044.63","36","Debit","Oklahoma City","ATM"
"69.43","162","1","9281.85","30","Debit","Las Vegas","ATM"
"110.4","62","1","8639.36","56","Credit","San Diego","ATM"
"275.65","14","1","4957.57","28","Credit","Atlanta","Branch"
"336.01","121","4","9938.2","63","Debit","Colorado Springs","Online"
"251.8","102","1","11796.66","62","Debit","Mesa","ATM"
"334.07","200","1","7306.79","59","Debit","New York","Branch"
"52.44","87","1","3157.75","27","Debit","Raleigh","Online"
"1030.85","39","1","1941.8","25","Debit","San Diego","ATM"
"141.37","77","1","1019.77","46","Debit","Denver","Online"
"211.7","205","1","12272.78","50","Credit","Chicago","Online"
"61.4","20","2","7892.87","41","Debit","San Jose","Branch"
"308.23","23","1","4150.63","60","Debit","Las Vegas","ATM"
"111.41","181","1","1204.11","21","Debit","Chicago","Branch"
"675.49","159","1","1893.0","61","Debit","Charlotte","ATM"
"29.72","38","1","1059.62","26","Debit","San Antonio","ATM"
"301.73","163","1","990.74","67","Debit","Tucson","Online"
"294.61","74","1","7375.59","60","Debit","Omaha","Branch"
"106.43","164","1","9403.12","52","Credit","Phoenix","ATM"
"381.52","79","1","5798.92","36","Debit","Seattle","Online"
"1142.76","71","1","1498.93","25","Credit","Houston","Online"
"5.66","33","1","5434.64","40","Debit","Fresno","Branch"
"209.09","203","1","9100.81","48","Debit","Virginia Beach","ATM"
"521.81","34","1","4750.96","47","Debit","Virginia Beach","ATM"
